literal,code,standard,contributor,province
varsseveld,295,Wisch,cedarproject,Gelderland
veen,859,Veen,cedarproject,Noord-Brabant
veendam,47,Veendam,cedarproject,Groningen
veenendaal,345,Veenendaal,cedarproject,Utrecht
veenhuizen,1384,Veenhuizen,cedarproject,Noord-Holland
veere,717,Veere,cedarproject,Zeeland
veghel,860,Veghel,cedarproject,Noord-Brabant
velden,885,Arcen en Velden,cedarproject,Limburg
veldhoven,861,Veldhoven,cedarproject,Noord-Brabant
veldhoven,1206,Veldhoven en Meerveldhoven,cedarproject,Noord-Brabant
veldhoven en meerveldhoven,861,Veldhoven,cedarproject,Noord-Brabant
veldhoven en meerveldhoven,1206,Veldhoven en Meerveldhoven,cedarproject,Noord-Brabant
veldhuizen,1207,Veldhuizen,cedarproject,Utrecht
velsen,453,Velsen,cedarproject,Noord-Holland
venhuizen,454,Venhuizen,cedarproject,Noord-Holland
venlo,983,Venlo,cedarproject,Limburg
venray,984,Venray,cedarproject,Limburg
verwolde,1386,Verwolde,cedarproject,Gelderland
"vessem, wintelre en knegsel",862,"Vessem, Wintelre en Knegsel",cedarproject,Noord-Brabant
veur,1209,Veur,cedarproject,Zuid-Holland
vianen,620,Vianen,cedarproject,Utrecht
vierlingsbeek,863,Vierlingsbeek,cedarproject,Noord-Brabant
vierpolders,621,Vierpolders,cedarproject,Zuid-Holland
vinkeveen,1387,Vinkeveen,cedarproject,Utrecht
vinkeveen,346,Vinkeveen en Waverveen,cedarproject,Utrecht
vinkeveen en waverveen,1387,Vinkeveen,cedarproject,Utrecht
vinkeveen en waverveen,346,Vinkeveen en Waverveen,cedarproject,Utrecht
vlaardingen,622,Vlaardingen,cedarproject,Zuid-Holland
vlaardinger-ambacht,1210,Vlaardinger-Ambacht,cedarproject,Zuid-Holland
vlagtwedde,48,Vlagtwedde,cedarproject,Groningen
vledder,132,Vledder,cedarproject,Drenthe
vleuten,1211,Vleuten,cedarproject,Utrecht
vleuten,347,Vleuten-De Meern,cedarproject,Utrecht
vleuten-de meern,1211,Vleuten,cedarproject,Utrecht
vleuten-de meern,347,Vleuten-De Meern,cedarproject,Utrecht
vlieland,96,Vlieland,cedarproject,Friesland
vlierden,1212,Vlierden,cedarproject,Noord-Brabant
vliet,1388,Vliet,cedarproject,Zuid-Holland
vlijmen,864,Vlijmen,cedarproject,Noord-Brabant
vlijmen en engelen,864,Vlijmen,cedarproject,Noord-Brabant
vlissingen,718,Vlissingen,cedarproject,Zeeland
vlist,623,Vlist,cedarproject,Zuid-Holland
vlodrop,985,Vlodrop,cedarproject,Limburg
voerendaal,986,Voerendaal,cedarproject,Limburg
vogelwaarde,1198,Stoppeldijk,cedarproject,Zeeland
vogelwaarde,719,Vogelwaarde,cedarproject,Zeeland
vollenhove,1013,Ambt Vollenhove,cedarproject,Overijssel
vollenhove,194,Brederwiede,cedarproject,Overijssel
vollenhove,185,Vollenhove [2],cedarproject,null
voorburg,1916,Leidschendam-Voorburg,cedarproject,Zuid-Holland
voorburg,624,Voorburg,cedarproject,Zuid-Holland
voorhout,1525,Teylingen,cedarproject,Zuid-Holland
voorhout,625,Voorhout,cedarproject,Zuid-Holland
voorschoten,626,Voorschoten,cedarproject,Zuid-Holland
voorst,285,Voorst,cedarproject,Gelderland
vorden,286,Vorden,cedarproject,Gelderland
vreeland,1213,Vreeland,cedarproject,Utrecht
vreeswijk,348,Vreeswijk,cedarproject,Utrecht
vries,133,Vries,cedarproject,Drenthe
vriezenveen,1700,Twenterand,cedarproject,Overijssel
vriezenveen,186,Vriezenveen,cedarproject,Overijssel
vrije en lage boekhorst,1390,Vrije en Lage Boekhorst,cedarproject,Zuid-Holland
vrijenban,1215,Vrijenban,cedarproject,Zuid-Holland
vrijhoeve-capelle,1216,Vrijhoeve-Capelle,cedarproject,Noord-Brabant
vrijhoeven,1391,Vrijhoeven,cedarproject,Zuid-Holland
vrouwenpolder,1214,Vrouwenpolder,cedarproject,Zeeland
vrouwenpolder,1214,Vrouwenpolder,cedarproject,Zeeland
vught,865,Vught,cedarproject,Noord-Brabant
vuren,733,Lingewaal,cedarproject,Gelderland
vuren,287,Vuren,cedarproject,Gelderland
waalre,866,Waalre,cedarproject,Noord-Brabant
waalwijk,867,Waalwijk,cedarproject,Noord-Brabant
waarde,721,Waarde,cedarproject,Zeeland
waardenburg,288,Waardenburg,cedarproject,Gelderland
waarder,506,Driebruggen,cedarproject,Zuid-Holland
waarder,1217,Waarder,cedarproject,Zuid-Holland
waddinxveen,627,Waddinxveen [2],cedarproject,null
waddinxveen,1239,Zuid-Waddinxveen,cedarproject,Zuid-Holland
wadenoijen,1218,Wadenoijen,cedarproject,Gelderland
wageningen,289,Wageningen,cedarproject,Gelderland
wamel,290,Wamel,cedarproject,Gelderland
wamel,668,West Maas en Waal,cedarproject,Gelderland
wanneperveen,187,Wanneperveen,cedarproject,Overijssel
wanroij,868,Wanroij,cedarproject,Noord-Brabant
wanssum,987,Wanssum,cedarproject,Limburg
warder,455,Warder,cedarproject,Noord-Holland
warffum,49,Warffum,cedarproject,Groningen
warmenhuizen,456,Warmenhuizen,cedarproject,Noord-Holland
warmond,628,Warmond,cedarproject,Zuid-Holland
warnsveld,291,Warnsveld,cedarproject,Gelderland
waspik,869,Waspik,cedarproject,Noord-Brabant
wassenaar,629,Wassenaar,cedarproject,Zuid-Holland
watergraafsmeer,1219,Watergraafsmeer,cedarproject,Noord-Holland
wateringen,630,Wateringen,cedarproject,Zuid-Holland
waterland,423,Monnickendam,cedarproject,Noord-Holland
waterland,852,Waterland,cedarproject,Noord-Holland
waterlandkerkje,722,Waterlandkerkje,cedarproject,Zeeland
waverveen,1393,Waverveen,cedarproject,Utrecht
wedde,1220,Wedde,cedarproject,Groningen
wedde,1220,Wedde,cedarproject,Groningen
weerselo,188,Weerselo,cedarproject,Overijssel
weert,988,Weert,cedarproject,Limburg
weesp,457,Weesp,cedarproject,Noord-Holland
weesperkarspel,1221,Weesperkarspel,cedarproject,Noord-Holland
weesperkarspel,1221,Weesperkarspel,cedarproject,Noord-Holland
wehl,292,Wehl,cedarproject,Gelderland
wemeldinge,723,Wemeldinge,cedarproject,Zeeland
werkendam,870,Werkendam,cedarproject,Noord-Brabant
werkhoven,1223,Werkhoven,cedarproject,Utrecht
wervershoof,459,Wervershoof,cedarproject,Noord-Holland
wessem,989,Wessem,cedarproject,Limburg
west maas en waal,290,Wamel,cedarproject,Gelderland
west maas en waal,668,West Maas en Waal,cedarproject,Gelderland
west-barendrecht,489,Barendrecht [2],cedarproject,null
west-barendrecht,1134,Oost- en West-Barendrecht,cedarproject,Zuid-Holland
west-barendrecht,1394,West-Barendrecht,cedarproject,Zuid-Holland
west-souburg,1395,West-Souburg,cedarproject,Zeeland
westbroek,1224,Westbroek,cedarproject,Utrecht
westdongeradeel,97,Westdongeradeel,cedarproject,Friesland
westdorpe,724,Westdorpe,cedarproject,Zeeland
wester-koggenland,374,Berkhout,cedarproject,Noord-Holland
wester-koggenland,558,Wester-Koggenland,cedarproject,Noord-Holland
westerbork,134,Westerbork,cedarproject,Drenthe
westerhoven,871,Westerhoven,cedarproject,Noord-Brabant
westerschouwen,1068,Haamstede,cedarproject,Zeeland
westerschouwen,725,Westerschouwen,cedarproject,Zeeland
westerveld,117,Havelte,cedarproject,Drenthe
westerveld,1701,Westerveld,cedarproject,Drenthe
westervoort,293,Westervoort,cedarproject,Gelderland
westkapelle,726,Westkapelle,cedarproject,Zeeland
westkapelle-binnen,726,Westkapelle,cedarproject,Zeeland
westland,565,Naaldwijk,cedarproject,Zuid-Holland
westland,1783,Westland,cedarproject,Zuid-Holland
westmaas,631,Westmaas,cedarproject,Zuid-Holland
weststellingwerf,98,Weststellingwerf,cedarproject,Friesland
westvoorne,581,Oostvoorne,cedarproject,Zuid-Holland
westvoorne,614,Westvoorne,cedarproject,Zuid-Holland
westwoud,460,Westwoud,cedarproject,Noord-Holland
westzaan,461,Westzaan,cedarproject,Noord-Holland
wieldrecht,1396,Wieldrecht,cedarproject,Zuid-Holland
wierden,189,Wierden,cedarproject,Overijssel
wieringen,462,Wieringen,cedarproject,Noord-Holland
wieringermeer,463,Wieringermeer,cedarproject,Noord-Holland
wieringermeer,463,"Wieringermeer, Openbaar Lichaam De",cedarproject,null
wieringermeer,463,Wieringermeer,cedarproject,Noord-Holland
wieringermeer,463,"Wieringermeer, Openbaar Lichaam De",cedarproject,null
wieringerwaard,464,Wieringerwaard,cedarproject,Noord-Holland
wijchen,296,Wijchen,cedarproject,Gelderland
wijdemeren,390,'s-Graveland,cedarproject,Noord-Holland
wijdemeren,1696,Wijdemeren,cedarproject,Noord-Holland
wijdenes,469,Wijdenes,cedarproject,Noord-Holland
wijdewormer,470,Wijdewormer,cedarproject,Noord-Holland
wijhe,190,Wijhe,cedarproject,Overijssel
wijk aan zee en duin,1229,Wijk aan Zee en Duin,cedarproject,Noord-Holland
wijk bij duurstede,352,Wijk bij Duurstede,cedarproject,Utrecht
wijk en aalburg,738,Aalburg,cedarproject,Noord-Brabant
wijk en aalburg,876,Wijk en Aalburg,cedarproject,Noord-Brabant
wijlre,991,Wijlre,cedarproject,Limburg
wijnandsrade,992,Wijnandsrade,cedarproject,Limburg
wijngaarden,634,Wijngaarden,cedarproject,Zuid-Holland
wildervank,1225,Wildervank,cedarproject,Groningen
wildervank,1225,Wildervank,cedarproject,Groningen
willemstad,872,Willemstad,cedarproject,Noord-Brabant
willeskop,349,Willeskop,cedarproject,Utrecht
willige langerak,1226,Willige Langerak,cedarproject,Utrecht
wilnis,350,Wilnis,cedarproject,Utrecht
wilsum,1227,Wilsum,cedarproject,Overijssel
wimmenum,1397,Wimmenum,cedarproject,Noord-Holland
winkel,412,Niedorp,cedarproject,Noord-Holland
winkel,465,Winkel,cedarproject,Noord-Holland
winschoten,52,Winschoten,cedarproject,Groningen
winsum,53,Winsum,cedarproject,Groningen
winterswijk,294,Winterswijk,cedarproject,Gelderland
wisch,295,Wisch,cedarproject,Gelderland
wissenkerke,727,Wissenkerke [NBev],cedarproject,null
witmarsum,99,Wonseradeel,cedarproject,Friesland
witmarsum,710,Wûnseradiel,cedarproject,Friesland
wittem,990,Wittem,cedarproject,Limburg
woensdrecht,873,Woensdrecht,cedarproject,Noord-Brabant
woensel,1228,Woensel,cedarproject,Noord-Brabant
woerden,632,Woerden,cedarproject,Utrecht
wognum,466,Wognum,cedarproject,Noord-Holland
wolphaartsdijk,728,Wolphaartsdijk,cedarproject,Zeeland
wonseradeel,99,Wonseradeel,cedarproject,Friesland
wonseradeel,710,Wûnseradiel,cedarproject,Friesland
workum,104,Nijefurd,cedarproject,Friesland
workum,100,Workum,cedarproject,Friesland
wormer,467,Wormer,cedarproject,Noord-Holland
wormer,880,Wormerland,cedarproject,Noord-Holland
wormerland,467,Wormer,cedarproject,Noord-Holland
wormerland,880,Wormerland,cedarproject,Noord-Holland
wormerveer,468,Wormerveer,cedarproject,Noord-Holland
woubrugge,645,Jacobswoude,cedarproject,Zuid-Holland
woubrugge,633,Woubrugge,cedarproject,Zuid-Holland
woudenberg,351,Woudenberg,cedarproject,Utrecht
woudrichem,874,Woudrichem,cedarproject,Noord-Brabant
woudsend,101,Wymbritseradeel,cedarproject,Friesland
woudsend,683,Wymbritseradiel,cedarproject,Friesland
woudsend,683,Koudekerke [Walcheren],cedarproject,null
wouw,875,Wouw,cedarproject,Noord-Brabant
wulverhorst,1398,Wulverhorst,cedarproject,Utrecht
wymbritseradeel,101,Wymbritseradeel,cedarproject,Friesland
wymbritseradeel,683,Wymbritseradiel,cedarproject,Friesland
wymbritseradeel,683,Koudekerke [Walcheren],cedarproject,null
wymbritseradiel,101,Wymbritseradeel,cedarproject,Friesland
wymbritseradiel,683,Wymbritseradiel,cedarproject,Friesland
wymbritseradiel,683,Koudekerke [Walcheren],cedarproject,null
wûnseradiel,99,Wonseradeel,cedarproject,Friesland
wûnseradiel,710,Wûnseradiel,cedarproject,Friesland
yerseke,729,Yerseke,cedarproject,Zeeland
zaamslag,731,Zaamslag,cedarproject,Zeeland
zaandam,471,Zaandam,cedarproject,Noord-Holland
zaandam,479,Zaanstad,cedarproject,Noord-Holland
zaandijk,472,Zaandijk,cedarproject,Noord-Holland
zaanstad,471,Zaandam,cedarproject,Noord-Holland
zaanstad,479,Zaanstad,cedarproject,Noord-Holland
zalk en veecaten,1232,Zalk en Veecaten,cedarproject,Overijssel
zaltbommel,297,Zaltbommel,cedarproject,Gelderland
zandvoort,473,Zandvoort,cedarproject,Noord-Holland
zederik,557,Meerkerk,cedarproject,Zuid-Holland
zederik,707,Zederik,cedarproject,Zuid-Holland
zederik,707,Serooskerke [Walcheren],cedarproject,null
zeeland,877,Zeeland,cedarproject,Noord-Brabant
zeelst,1233,Zeelst,cedarproject,Noord-Brabant
zeevang,430,Oosthuizen,cedarproject,Noord-Holland
zeevang,478,Zeevang,cedarproject,Noord-Holland
zeewolde,50,Zeewolde,cedarproject,Flevoland
zegveld,354,Zegveld,cedarproject,Utrecht
zegwaart,1234,Zegwaart,cedarproject,Zuid-Holland
zeist,355,Zeist,cedarproject,Utrecht
zelhem,1876,Bronckhorst,cedarproject,Gelderland
zelhem,298,Zelhem,cedarproject,Gelderland
zesgehuchten,1235,Zesgehuchten,cedarproject,Noord-Brabant
zevenaar,299,Zevenaar,cedarproject,Gelderland
zevenbergen,1709,Moerdijk,cedarproject,Noord-Brabant
zevenbergen,878,Zevenbergen,cedarproject,Noord-Brabant
zevender,1399,Zevender,cedarproject,Utrecht
zevenhoven,635,Zevenhoven,cedarproject,Zuid-Holland
zevenhuizen,647,Moerhuizen,cedarproject,Zuid-Holland
zevenhuizen,636,Zevenhuizen,cedarproject,Zuid-Holland
zevenhuizen,1666,Zevenhuizen-Moerkapelle,cedarproject,Zuid-Holland
zevenhuizen-moerkapelle,647,Moerhuizen,cedarproject,Zuid-Holland
zevenhuizen-moerkapelle,636,Zevenhuizen,cedarproject,Zuid-Holland
zevenhuizen-moerkapelle,1666,Zevenhuizen-Moerkapelle,cedarproject,Zuid-Holland
zierikzee,1676,Schouwen-Duiveland,cedarproject,Zeeland
zierikzee,732,Zierikzee,cedarproject,Zeeland
zijpe,476,Zijpe,cedarproject,Noord-Holland
zoelen,300,Zoelen,cedarproject,Gelderland
zoetermeer,637,Zoetermeer,cedarproject,Zuid-Holland
zoeterwoude,638,Zoeterwoude,cedarproject,Zuid-Holland
zonnemaire,1236,Zonnemaire,cedarproject,Zeeland
zoutelande,720,Valkenisse [Walcheren],cedarproject,null
zoutelande,1237,Zoutelande,cedarproject,Zeeland
zoutelande,1237,Zoutelande,cedarproject,Zeeland
zouteveen,1400,Zouteveen,cedarproject,Zuid-Holland
zuid- en noord-schermer,474,Zuid- en Noord-Schermer,cedarproject,Noord-Holland
zuid-beijerland,639,Zuid-Beijerland,cedarproject,Zuid-Holland
zuid-polsbroek,1401,Zuid-Polsbroek,cedarproject,Utrecht
zuid-scharwoude,1238,Zuid-Scharwoude,cedarproject,Noord-Holland
zuid-waddinxveen,627,Waddinxveen [2],cedarproject,null
zuid-waddinxveen,1239,Zuid-Waddinxveen,cedarproject,Zuid-Holland
zuidbroek,1987,Menterwolde,cedarproject,Groningen
zuidbroek,33,Oosterbroek,cedarproject,Groningen
zuidbroek,1240,Zuidbroek [Gr],cedarproject,null
zuiddorpe,734,Zuiddorpe,cedarproject,Zeeland
zuidhorn,56,Zuidhorn,cedarproject,Groningen
zuidland,568,Bernisse,cedarproject,Zuid-Holland
zuidland,640,Zuidland,cedarproject,Zuid-Holland
zuidlaren,1730,Tynaarlo,cedarproject,Drenthe
zuidlaren,136,Zuidlaren,cedarproject,Drenthe
zuidschalkwijk,1241,Zuidschalkwijk,cedarproject,Noord-Holland
zuidwijk,1403,Zuidwijk,cedarproject,Zuid-Holland
zuidwolde,1690,De Wolden,cedarproject,Drenthe
zuidwolde,137,Zuidwolde,cedarproject,Drenthe
zuidzande,735,Zuidzande,cedarproject,Zeeland
zuilen,1242,Zuilen,cedarproject,Utrecht
zuilichem,1243,Zuilichem,cedarproject,Gelderland
zundert,879,Zundert,cedarproject,Noord-Brabant
zutphen,301,Zutphen,cedarproject,Gelderland
zwaag,475,Zwaag,cedarproject,Noord-Holland
zwammerdam,1244,Zwammerdam,cedarproject,Zuid-Holland
zwartewaal,641,Zwartewaal,cedarproject,Zuid-Holland
zwartewaterland,154,Genemuiden,cedarproject,Overijssel
zwartewaterland,1896,Zwartewaterland,cedarproject,Overijssel
zwartsluis,192,Zwartsluis,cedarproject,Overijssel
zweeloo,138,Zweeloo,cedarproject,Drenthe
zwijndrecht,642,Zwijndrecht,cedarproject,Zuid-Holland
zwolle,193,Zwolle,cedarproject,Overijssel
zwollerkerspel,1245,Zwollerkerspel,cedarproject,Overijssel
zwollerkerspel,1245,Zwollerkerspel,cedarproject,Overijssel
woensdrecht c.a.,873,Woensdrecht,cedarproject,Noord-Brabant
maashees c.a.,1109,Maashees en Overloon,cedarproject,Noord-Brabant
dieden c.a.,1043,"Dieden, Demen en Langel",cedarproject,Noord-Brabant
bakel c.a.,745,Bakel en Milheeze,cedarproject,Noord-Brabant
s hertogenbosch,796,'s-Hertogenbosch,cedarproject,Noord-Brabant
alem c.a.,1007,"Alem, Maren en Kessel",cedarproject,Noord-Brabant
gestel c.a.,1061,Gestel en Blaarthem,cedarproject,Noord-Brabant
heesbeen c.a.,1060,Genderen,cedarproject,null
heesbeen c.a.,1255,Eethen,cedarproject,Noord-Brabant
heesbeen c.a.,1255,Eethen,cedarproject,Noord-Brabant
heesbeen c.a.,1255,"Heesbeen, Eethen en Genderen",cedarproject,Noord-Brabant
megen c.a.,813,"Megen, Haren en Macharen",cedarproject,Noord-Brabant
fijnaart c.a.,778,Fijnaart en Heijningen,cedarproject,Noord-Brabant
wanrooij,868,Wanroij,cedarproject,Noord-Brabant
st. oedenrode,846,Sint-Oedenrode,cedarproject,Noord-Brabant
s gravemoer,787,'s-Gravenmoer,cedarproject,Noord-Brabant
deurne c.a.,762,Deurne,cedarproject,Noord-Brabant
deurne c.a.,1041,Deurne en Liessel,cedarproject,Noord-Brabant
steenbergen c.a.,851,Steenbergen,cedarproject,Noord-Brabant
oploo c.a.,827,"Oploo, Sint Anthonis en Ledeacker",cedarproject,Noord-Brabant
oploo c.a.,1702,Sint Anthonis,cedarproject,Noord-Brabant
oploo c.a.,1691,St.Anthonis,cedarproject,null
woensel c.a.,1228,Woensel,cedarproject,Noord-Brabant
made c.a.,1719,Drimmelen,cedarproject,Noord-Brabant
made c.a.,1665,Made,cedarproject,Noord-Brabant
made c.a.,812,Made en Drimmelen,cedarproject,Noord-Brabant
dinteloord,764,Dinteloord en Prinsenland,cedarproject,Noord-Brabant
mill c.a.,815,Mill en Sint Hubert,cedarproject,Noord-Brabant
nuenen c.a.,820,"Nuenen, Gerwen en Nederwetten",cedarproject,Noord-Brabant
cuijk c.a.,1684,Cuijk,cedarproject,Noord-Brabant
cuijk c.a.,761,Cuijk en Sint Agatha,cedarproject,Noord-Brabant
ginneken c.a.,1064,Ginneken en Bavel,cedarproject,Noord-Brabant
ginneken c.a.,817,Nieuw-Ginneken,cedarproject,Noord-Brabant
nieuw-vosmeer,818,Nieuw-Vossemeer,cedarproject,Noord-Brabant
herpt c.a.,1080,Herpt,cedarproject,Noord-Brabant
st. michiels-gestel,845,Sint-Michielsgestel,cedarproject,Noord-Brabant
cappelle,678,Kapelle,cedarproject,Zeeland
de werken c.a.,1222,De Werken en Sleeuwijk,cedarproject,Noord-Brabant
oijen c.a.,1150,Oijen en Teeffelen,cedarproject,Noord-Brabant
luijksgestel,810,Luyksgestel,cedarproject,Noord-Brabant
deursen c.a.,1042,Deursen en Dennenburg,cedarproject,Noord-Brabant
bommel (zalt-),297,Zaltbommel,cedarproject,Gelderland
oldebroek. (vervolg),269,Oldebroek,cedarproject,Gelderland
culenborg,216,Culemborg,cedarproject,Gelderland
gronsfeld,911,Gronsveld,cedarproject,Limburg
schaesbergh,882,Landgraaf,cedarproject,Limburg
schaesbergh,960,Schaesberg,cedarproject,Limburg
broekhuijsen,898,Broekhuizen,cedarproject,Limburg
voerendael,986,Voerendaal,cedarproject,Limburg
tonge (nieuwe),1119,Nieuwe Tonge,cedarproject,Zuid-Holland
tonge (nieuwe),1119,Nieuwe Tonge,cedarproject,Zuid-Holland
bommel (den),1024,Den Bommel,cedarproject,Zuid-Holland
bommel (den),1024,Den Bommel,cedarproject,Zuid-Holland
helvoet (nieuw-),1118,Nieuw-Helvoet,cedarproject,Zuid-Holland
beijerland (nieuw-),566,Nieuw-Beijerland,cedarproject,Zuid-Holland
beijerland (oud-),584,Oud-Beijerland,cedarproject,Zuid-Holland
rhijnsburg,602,Rijnsburg,cedarproject,Zuid-Holland
tonge (oude),580,Oostflakkee,cedarproject,Zuid-Holland
tonge (oude),1143,Oude Tonge,cedarproject,Zuid-Holland
tonge (oude),1143,Oude Tonge,cedarproject,Zuid-Holland
barendrecht (oost- en west-),489,Barendrecht [2],cedarproject,null
barendrecht (oost- en west-),1134,Oost- en West-Barendrecht,cedarproject,Zuid-Holland
barendrecht (oost- en west-),1394,West-Barendrecht,cedarproject,Zuid-Holland
s gravesande,519,'s-Gravenzande,cedarproject,Zuid-Holland
stompwijk (vervolg),548,Leidschendam [2],cedarproject,null
stompwijk (vervolg),1197,Stompwijk,cedarproject,Zuid-Holland
katwoude (geene kom),409,Katwoude,cedarproject,Noord-Holland
velzen,453,Velsen,cedarproject,Noord-Holland
noordscharwoude,1124,Noord-Scharwoude,cedarproject,Noord-Holland
zijpe (vervolg),476,Zijpe,cedarproject,Noord-Holland
monnikendam,423,Monnickendam,cedarproject,Noord-Holland
monnikendam,852,Waterland,cedarproject,Noord-Holland
terschelling (vervolg),93,Terschelling,cedarproject,Friesland
marken (vervolg),419,Marken,cedarproject,Noord-Holland
zuidscharwoude,1238,Zuid-Scharwoude,cedarproject,Noord-Holland
nieuwe niedorp (vervolg),428,Nieuwe Niedorp,cedarproject,Noord-Holland
broek op langedijk,1031,Broek op Langendijk,cedarproject,Noord-Holland
broek op langedijk,416,Langedijk,cedarproject,Noord-Holland
middelle,421,Middelie,cedarproject,Noord-Holland
amsterdam (vervolg),363,Amsterdam,cedarproject,Noord-Holland
nieuweramstel,362,Amstelveen,cedarproject,Noord-Holland
nieuweramstel,1249,Nieuwer-Amstel,cedarproject,Noord-Holland
haarlemmermeer (vervolg),394,Haarlemmermeer,cedarproject,Noord-Holland
schoten (geene kom),1173,Schoten,cedarproject,Noord-Holland
sint maaarten,445,Sint Maarten,cedarproject,Noord-Holland
vollenhove (ambt).,1013,Ambt Vollenhove,cedarproject,Overijssel
vollenhove (ambt).,194,Brederwiede,cedarproject,Overijssel
vollenhove (ambt).,185,Vollenhove [2],cedarproject,null
nieuwenhoorn.,1121,Nieuwenhoorn,cedarproject,Zuid-Holland
willeskop (geene kom),349,Willeskop,cedarproject,Utrecht
rietveld.,1160,Rietveld,cedarproject,Zuid-Holland
dwingelo,112,Dwingeloo,cedarproject,Drenthe
renswoude.,339,Renswoude,cedarproject,Utrecht
leeuwarderadeel.,81,Leeuwarderadeel,cedarproject,Friesland
oirschot.,823,Oirschot,cedarproject,Noord-Brabant
heusden.,258,Kesteren,cedarproject,Gelderland
heusden.,1740,Neder-Betuwe,cedarproject,Gelderland
